"title","sales_price","original_price","discount"
"Hp EliteBook 840 G5 TOUCHSCREEN Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Win 11 Laptop+BAG","₦ 710,900","₦ 900,000","35%"
"Hp Stream11intel Celeron D/C 64GB HDD+4GB RAM+Win10 Pro","₦ 485,000","₦ 600,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light","₦ 170,000","₦ 765,000","35%"
"Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard","₦ 970,850","₦ 992,000","35%"
"Hp Stream11intel Celeron D/C 64GB HDD+4GB RAM+pouch Win10","₦ 465,000","₦ 350,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG","₦ 445,000","₦ 300,000","35%"
"Hp ProBook 11 X360 Intel Celeron 256GB SSD 4GB RAM Touchscreen Win10","₦ 350,000","₦ 2,300,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG","₦ 420,000","₦ 2,200,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light","₦ 330,000","₦ 1,600","35%"
"Hp Notebook 14 AMD RYZEN 3- 12GB RAM - 1TB HDD- 2.6GHz - 3.5GHz Windows 10 Pro","₦ 175,000","₦ 600,000","35%"
"Hp Probook 11 G7 X360 Touchscreen 256GB SSD 4GB DDR4 RAM Intel Pentium WIN 10","₦ 200,000","₦ 550,999","35%"
"Hp 14 Intel Celeron, 64GB, 4GB, Windows 11 In S Mode","₦ 445,000","₦ 600,000","35%"
"Hp EliteBook 840 G6 Intel Core I5 Touchscreen 16GB RAM/1TB SSD/Backlit Keyboard/FP Win 11 Pro","₦ 127,000","₦ 580,000","35%"
"Hp EliteBook 840 G8 11th Gen 16GB RAM/256GB SSD Intel Core I5 Backlit Keyboard/FP Reader Wins 11 Pro","₦ 795,000","₦ 1,350,000","35%"
"Hp Notebook 15-AMD RYZEN 3 -16GB RAM/1TBGB HDD - Windows 10","₦ 445,000","₦ 400,000","35%"
"Hp ProBook11 X360-Intel Celeron 512GB 4GBRAM Windows10+MOUSE","₦ 505,000","₦ 350,000","35%"
"Hp Stream 11 2GB, 32GB SSD +32gb Flash,USB LED LIGHT","₦ 350,000","₦ 1,220,000","35%"
"Hp ProBook 11 X360- TOUCH- 1TB SSD/8GB RAM-Intel CORE I5- Windows 11 PRO LAPTOP + 64GB Flash & BAG","₦ 550,000","₦ 550,000","35%"
"Hp ELITEBOOK 830 G7 TOUCH SCREEN INTEL CORE I7 512SSD 16GB RAM BACKLIT KEYBOARD WINDOWS 11PRO","₦ 165,000","₦ 990,000","35%"
"Hp EliteBook 840 G6 Intel Core I5- 32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 460,000","₦ 770,000","35%"
"Hp EliteBook 840 G6 TOUCHSCREEN Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard- WIN 11 Pro + BAG","₦ 1,300,000","₦ 250,000","35%"
"Hp EliteBook 840 G6 Intel Core I5  Touchscreen 16GB RAM/512GB SSD Win 11 Pro+ Mouse","₦ 4,500,000","₦ 550,000","35%"
"Hp ProBook 11 X360- Intel Pentium 256GB SSD-TOUCHSCREEN 8GB RAM Windows10 Pro + Laptop Pouch","₦ 235,000","₦ 695,500","35%"
"Hp Refurbished EliteBook 840 G6 Intel Core I5-16GB RAM/512GB SSD Win 11 Pro","₦ 810,990","₦ 1,050,000","35%"
"Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10","₦ 140,000","₦ 850,000","35%"
"Hp Notebook 14 Intel Celeron Dual Core N4020 8GB RAM 1TB HDD WIN 10","₦ 198,990","₦ 550,000","35%"
"Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ Mouse & USB LIGHT FOR Keyboard","₦ 205,000","₦ 400,000","35%"
"Hp Stream 11 Pro - 64GB SSD- Intel Celeron  4GB DDR4 RAM WIN10 Pro + USB Light For Keyboard&Mouse","₦ 280,000","₦ 850,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG","₦ 125,990","₦ 670,000","35%"
"Hp ProBook 11 X360- TOUCH Intel Celeron 256GB 8GB RAM WIN10 Pro+ USB LIGHT FOR KEYBOARD","₦ 1,300,000","₦ 250,000","35%"
"Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard","₦ 700,000","₦ 2,180,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/8GB RAM-Intel CORE I5- Windows 11 + 64GB Flash & BAG","₦ 505,000","₦ 900,000","35%"
"Hp STREAM 11 INTEL CELERON® 4GB RAM 32GB EMMC WIN 10+32GB FLASH","₦ 250,000","₦ 540,000","35%"
"Hp ProBook 11 X360- Intel CELERON LAPTOPS - 128GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro + Laptop Pouch","₦ 699,999","₦ 999,990","35%"
"Hp EliteBook 840 G6 Intel Core I5 Touchscreen 16GB RAM/1TB SSD/Backlit Keyboard/FP Win 11 Pro","₦ 115,000","₦ 350,000","35%"
"Hp ProBook 11 X360- Intel Pentium 256GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro + Laptop Pouch","₦ 420,000 - ₦ 650,000","₦ 800,000","35%"
"Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ BAG AND LIGHT FOR Keyboard","₦ 2,031,800","₦ 900,000","35%"
"Hp EliteBook 840 G6 Intel Core I5- 32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 1,040,500","₦ 720,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 170,000","₦ 600,000","35%"
"Hp EliteBook 840 G5 TOUCHSCREEN Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Win 11 Laptop+BAG","₦ 671,500","₦ 950,000","35%"
"Hp Stream11intel Celeron D/C 64GB HDD+4GB RAM+Win10 Pro","₦ 680,000","₦ 550,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light","₦ 780,000","₦ 690,000","35%"
"Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard","₦ 489,250","₦ 690,000","35%"
"Hp Stream11intel Celeron D/C 64GB HDD+4GB RAM+pouch Win10","₦ 450,000","₦ 400,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG","₦ 220,000","₦ 630,000","35%"
"Hp ProBook 11 X360 Intel Celeron 256GB SSD 4GB RAM Touchscreen Win10","₦ 1,225,130","₦ 170,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG","₦ 750,000","₦ 750,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light","₦ 150,000","₦ 880,000","35%"
"Hp Notebook 14 AMD RYZEN 3- 12GB RAM - 1TB HDD- 2.6GHz - 3.5GHz Windows 10 Pro","₦ 4,000","₦ 900,000","35%"
"Hp Probook 11 G7 X360 Touchscreen 256GB SSD 4GB DDR4 RAM Intel Pentium WIN 10","₦ 750,000","₦ 685,000","35%"
"Hp 14 Intel Celeron, 64GB, 4GB, Windows 11 In S Mode","₦ 180,000","₦ 170,990","35%"
"Hp EliteBook 840 G6 Intel Core I5 Touchscreen 16GB RAM/1TB SSD/Backlit Keyboard/FP Win 11 Pro","₦ 170,000","₦ 200,000","35%"
"Hp EliteBook 840 G8 11th Gen 16GB RAM/256GB SSD Intel Core I5 Backlit Keyboard/FP Reader Wins 11 Pro","₦ 215,000","₦ 329,000","35%"
"Hp Notebook 15-AMD RYZEN 3 -16GB RAM/1TBGB HDD - Windows 10","₦ 425,000","₦ 559,000","35%"
"Hp ProBook11 X360-Intel Celeron 512GB 4GBRAM Windows10+MOUSE","₦ 445,000","₦ 800,000","35%"
"Hp Stream 11 2GB, 32GB SSD +32gb Flash,USB LED LIGHT","₦ 650,000","₦ 550,000","35%"
"Hp ProBook 11 X360- TOUCH- 1TB SSD/8GB RAM-Intel CORE I5- Windows 11 PRO LAPTOP + 64GB Flash & BAG","₦ 579,000","₦ 200,900","35%"
"Hp ELITEBOOK 830 G7 TOUCH SCREEN INTEL CORE I7 512SSD 16GB RAM BACKLIT KEYBOARD WINDOWS 11PRO","₦ 489,000","₦ 890,000","35%"
"Hp EliteBook 840 G6 Intel Core I5- 32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 980,200","₦ 395,000","35%"
"Hp EliteBook 840 G6 TOUCHSCREEN Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard- WIN 11 Pro + BAG","₦ 2,150,000","₦ 548,000","35%"
"Hp EliteBook 840 G6 Intel Core I5  Touchscreen 16GB RAM/512GB SSD Win 11 Pro+ Mouse","₦ 215,000","₦ 740,000","35%"
"Hp ProBook 11 X360- Intel Pentium 256GB SSD-TOUCHSCREEN 8GB RAM Windows10 Pro + Laptop Pouch","₦ 485,000","₦ 690,500","35%"
"Hp Refurbished EliteBook 840 G6 Intel Core I5-16GB RAM/512GB SSD Win 11 Pro","₦ 1,280,000","₦ 695,000","35%"
"Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10","₦ 195,000","₦ 700,900","35%"
"Hp Notebook 14 Intel Celeron Dual Core N4020 8GB RAM 1TB HDD WIN 10","₦ 505,000","₦ 200,000","35%"
"Hp Stream 11-Intel Celeron 64gb Ssd/4gb Ram+pouch","₦ 505,000","₦ 1,550,000","35%"
"Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ Mouse & USB LIGHT FOR Keyboard","₦ 165,000","₦ 200,000","35%"
"Hp Stream 11 Pro - 64GB SSD- Intel Celeron  4GB DDR4 RAM WIN10 Pro + USB Light For Keyboard&Mouse","₦ 475,000","₦ 990,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG","₦ 950,900","₦ 880,000","35%"
"Hp ProBook 11 X360- TOUCH Intel Celeron 256GB 8GB RAM WIN10 Pro+ USB LIGHT FOR KEYBOARD","₦ 1,320,500","₦ 845,100","35%"
"Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard","₦ 195,000","₦ 600,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/8GB RAM-Intel CORE I5- Windows 11 + 64GB Flash & BAG","₦ 785,000","₦ 700,000","35%"
"Hp STREAM 11 INTEL CELERON® 4GB RAM 32GB EMMC WIN 10+32GB FLASH","₦ 485,000","₦ 550,000","35%"
"Hp ProBook 11 X360- Intel CELERON LAPTOPS - 128GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro + Laptop Pouch","₦ 140,000","₦ 450,000","35%"
"Hp EliteBook 840 G6 Intel Core I5 Touchscreen 16GB RAM/1TB SSD/Backlit Keyboard/FP Win 11 Pro","₦ 2,282,000","₦ 600,000","35%"
"Hp ProBook 11 X360- Intel Pentium 256GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro + Laptop Pouch","₦ 200,000","₦ 200,900","35%"
"Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ BAG AND LIGHT FOR Keyboard","₦ 135,000","₦ 1,699,000","35%"
"Hp EliteBook 840 G6 Intel Core I5- 32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 179,000","₦ 966,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 515,000","₦ 900,000","35%"
"Hp EliteBook 840 G5 TOUCHSCREEN Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Win 11 Laptop+BAG","₦ 1,750,999","₦ 930,000","35%"
"Hp Stream11intel Celeron D/C 64GB HDD+4GB RAM+Win10 Pro","₦ 899,000","₦ 950,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light","₦ 899,000","₦ 350,000","35%"
"Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard","₦ 630,000","₦ 700,000","35%"
"Hp Stream11intel Celeron D/C 64GB HDD+4GB RAM+pouch Win10","₦ 1,015,800","₦ 250,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG","₦ 400,000","₦ 950,000","35%"
"Hp ProBook 11 X360 Intel Celeron 256GB SSD 4GB RAM Touchscreen Win10","₦ 1,970,000","₦ 700,900","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG","₦ 1,320,000","₦ 690,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light","₦ 560,500","₦ 200,000","35%"
"Hp Notebook 14 AMD RYZEN 3- 12GB RAM - 1TB HDD- 2.6GHz - 3.5GHz Windows 10 Pro","₦ 441,500","₦ 400,000","35%"
"Hp Probook 11 G7 X360 Touchscreen 256GB SSD 4GB DDR4 RAM Intel Pentium WIN 10","₦ 750,000","₦ 395,000","35%"
"Hp 14 Intel Celeron, 64GB, 4GB, Windows 11 In S Mode","₦ 875,000","₦ 2,300,000","35%"
"Hp EliteBook 840 G6 Intel Core I5 Touchscreen 16GB RAM/1TB SSD/Backlit Keyboard/FP Win 11 Pro","₦ 545,000","₦ 550,000","35%"
"Hp EliteBook 840 G8 11th Gen 16GB RAM/256GB SSD Intel Core I5 Backlit Keyboard/FP Reader Wins 11 Pro","₦ 750,000","₦ 900,000","35%"
"Hp Notebook 15-AMD RYZEN 3 -16GB RAM/1TBGB HDD - Windows 10","₦ 465,000","₦ 800,000","35%"
"Hp ProBook11 X360-Intel Celeron 512GB 4GBRAM Windows10+MOUSE","₦ 313,500","₦ 294,000","35%"
"Hp Stream 11 2GB, 32GB SSD +32gb Flash,USB LED LIGHT","₦ 117,000","₦ 580,000","35%"
"Hp ProBook 11 X360- TOUCH- 1TB SSD/8GB RAM-Intel CORE I5- Windows 11 PRO LAPTOP + 64GB Flash & BAG","₦ 875,000","₦ 745,000","35%"
"Hp ELITEBOOK 830 G7 TOUCH SCREEN INTEL CORE I7 512SSD 16GB RAM BACKLIT KEYBOARD WINDOWS 11PRO","₦ 170,000","₦ 1,800,000","35%"
"Hp EliteBook 840 G6 Intel Core I5- 32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 898,000","₦ 570,000","35%"
"Hp EliteBook 840 G6 TOUCHSCREEN Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard- WIN 11 Pro + BAG","₦ 880,000","₦ 600,000","35%"
"Hp EliteBook 840 G6 Intel Core I5  Touchscreen 16GB RAM/512GB SSD Win 11 Pro+ Mouse","₦ 180,000","₦ 490,000","35%"
"Hp ProBook 11 X360- Intel Pentium 256GB SSD-TOUCHSCREEN 8GB RAM Windows10 Pro + Laptop Pouch","₦ 505,000","₦ 450,000","35%"
"Hp Refurbished EliteBook 840 G6 Intel Core I5-16GB RAM/512GB SSD Win 11 Pro","₦ 465,000","₦ 835,000","35%"
"Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10","₦ 899,000","₦ 200,000","35%"
"Hp Notebook 14 Intel Celeron Dual Core N4020 8GB RAM 1TB HDD WIN 10","₦ 899,000","₦ 319,999","35%"
"Hp Stream 11-Intel Celeron 64gb Ssd/4gb Ram+pouch","₦ 899,000","₦ 850,000","35%"
"Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ Mouse & USB LIGHT FOR Keyboard","₦ 450,600","₦ 800,000","35%"
"Hp Stream 11 Pro - 64GB SSD- Intel Celeron  4GB DDR4 RAM WIN10 Pro + USB Light For Keyboard&Mouse","₦ 140,000","₦ 400,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG","₦ 545,000","₦ 999,990","35%"
"Hp ProBook 11 X360- TOUCH Intel Celeron 256GB 8GB RAM WIN10 Pro+ USB LIGHT FOR KEYBOARD","₦ 578,600","₦ 900,000","35%"
"Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard","₦ 620,000","₦ 850,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/8GB RAM-Intel CORE I5- Windows 11 + 64GB Flash & BAG","₦ 897,700","₦ 740,000","35%"
"Hp STREAM 11 INTEL CELERON® 4GB RAM 32GB EMMC WIN 10+32GB FLASH","₦ 505,000","₦ 1,079,000","35%"
"Hp ProBook 11 X360- Intel CELERON LAPTOPS - 128GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro + Laptop Pouch","₦ 505,000","₦ 778,000","35%"
"Hp EliteBook 840 G6 Intel Core I5 Touchscreen 16GB RAM/1TB SSD/Backlit Keyboard/FP Win 11 Pro","₦ 1,156,500","₦ 800,000","35%"
"Hp ProBook 11 X360- Intel Pentium 256GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro + Laptop Pouch","₦ 445,000","₦ 1,470,000","35%"
"Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ BAG AND LIGHT FOR Keyboard","₦ 120,000","₦ 550,000","35%"
"Hp EliteBook 840 G6 Intel Core I5- 32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 750,000","₦ 750,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 130,000","₦ 900,000","35%"
"Hp EliteBook 840 G5 TOUCHSCREEN Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Win 11 Laptop+BAG","₦ 599,999","₦ 1,410,000","35%"
"Hp Stream11intel Celeron D/C 64GB HDD+4GB RAM+Win10 Pro","₦ 622,500","₦ 995,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light","₦ 135,000","₦ 550,000","35%"
"Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard","₦ 184,999","₦ 650,000","35%"
"Hp Stream11intel Celeron D/C 64GB HDD+4GB RAM+pouch Win10","₦ 700,000","₦ 590,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG","₦ 485,000","₦ 550,000","35%"
"Hp ProBook 11 X360 Intel Celeron 256GB SSD 4GB RAM Touchscreen Win10","₦ 550,000","₦ 1,680,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG","₦ 445,000","₦ 690,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light","₦ 475,000","₦ 800,000","35%"
"Hp Notebook 14 AMD RYZEN 3- 12GB RAM - 1TB HDD- 2.6GHz - 3.5GHz Windows 10 Pro","₦ 580,000","₦ 900,000","35%"
"Hp Probook 11 G7 X360 Touchscreen 256GB SSD 4GB DDR4 RAM Intel Pentium WIN 10","₦ 200,000","₦ 565,100","35%"
"Hp 14 Intel Celeron, 64GB, 4GB, Windows 11 In S Mode","₦ 445,000","₦ 200,000","35%"
"Hp EliteBook 840 G6 Intel Core I5 Touchscreen 16GB RAM/1TB SSD/Backlit Keyboard/FP Win 11 Pro","₦ 235,000","₦ 550,000","35%"
"Hp EliteBook 840 G8 11th Gen 16GB RAM/256GB SSD Intel Core I5 Backlit Keyboard/FP Reader Wins 11 Pro","₦ 450,500","₦ 2,155,000","35%"
"Hp Notebook 15-AMD RYZEN 3 -16GB RAM/1TBGB HDD - Windows 10","₦ 125,000","₦ 800,000","35%"
"Hp ProBook11 X360-Intel Celeron 512GB 4GBRAM Windows10+MOUSE","₦ 950,500","₦ 890,000","35%"
"Hp Stream 11 2GB, 32GB SSD +32gb Flash,USB LED LIGHT","₦ 465,000","₦ 990,000","35%"
"Hp ProBook 11 X360- TOUCH- 1TB SSD/8GB RAM-Intel CORE I5- Windows 11 PRO LAPTOP + 64GB Flash & BAG","₦ 240,000","₦ 450,000","35%"
"Hp ELITEBOOK 830 G7 TOUCH SCREEN INTEL CORE I7 512SSD 16GB RAM BACKLIT KEYBOARD WINDOWS 11PRO","₦ 750,500","₦ 845,100","35%"
"Hp EliteBook 840 G6 Intel Core I5- 32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 480,000","₦ 400,000","35%"
"Hp EliteBook 840 G6 TOUCHSCREEN Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard- WIN 11 Pro + BAG","₦ 485,000","₦ 800,000","35%"
"Hp EliteBook 840 G6 Intel Core I5  Touchscreen 16GB RAM/512GB SSD Win 11 Pro+ Mouse","₦ 250,000","₦ 300,000","35%"
"Hp ProBook 11 X360- Intel Pentium 256GB SSD-TOUCHSCREEN 8GB RAM Windows10 Pro + Laptop Pouch","₦ 620,500","₦ 1,799,000","35%"
"Hp Refurbished EliteBook 840 G6 Intel Core I5-16GB RAM/512GB SSD Win 11 Pro","₦ 700,000","₦ 200,000","35%"
"Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10","₦ 1,390,900","₦ 20,000","35%"
"Hp Notebook 14 Intel Celeron Dual Core N4020 8GB RAM 1TB HDD WIN 10","₦ 1,700,000","₦ 650,000","35%"
"Hp Stream 11-Intel Celeron 64gb Ssd/4gb Ram+pouch","₦ 270,000","₦ 690,600","35%"
"Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ Mouse & USB LIGHT FOR Keyboard","₦ 650,000","₦ 760,000","35%"
"Hp Stream 11 Pro - 64GB SSD- Intel Celeron  4GB DDR4 RAM WIN10 Pro + USB Light For Keyboard&Mouse","₦ 1,250,000","₦ 1,550,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG","₦ 700,000","₦ 950,000","35%"
"Hp ProBook 11 X360- TOUCH Intel Celeron 256GB 8GB RAM WIN10 Pro+ USB LIGHT FOR KEYBOARD","₦ 325,000","₦ 200,000","35%"
"Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard","₦ 2,500","₦ 880,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/8GB RAM-Intel CORE I5- Windows 11 + 64GB Flash & BAG","₦ 280,000","₦ 750,000","35%"
"Hp STREAM 11 INTEL CELERON® 4GB RAM 32GB EMMC WIN 10+32GB FLASH","₦ 515,000","₦ 200,000","35%"
"Hp ProBook 11 X360- Intel CELERON LAPTOPS - 128GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro + Laptop Pouch","₦ 4,000","₦ 250,000","35%"
"Hp EliteBook 840 G6 Intel Core I5 Touchscreen 16GB RAM/1TB SSD/Backlit Keyboard/FP Win 11 Pro","₦ 1,720,000","₦ 880,000","35%"
"Hp ProBook 11 X360- Intel Pentium 256GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro + Laptop Pouch","₦ 950,000","₦ 33,000","35%"
"Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ BAG AND LIGHT FOR Keyboard","₦ 165,000","₦ 900,000","35%"
"Hp EliteBook 840 G6 Intel Core I5- 32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 1,900,000","₦ 250,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 205,000","₦ 300,000","35%"
"Hp EliteBook 840 G5 TOUCHSCREEN Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Win 11 Laptop+BAG","₦ 570,500","₦ 294,000","35%"
"Hp Stream11intel Celeron D/C 64GB HDD+4GB RAM+Win10 Pro","₦ 750,000","₦ 1,150,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light","₦ 380,000","₦ 300,000","35%"
"Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard","₦ 150,000","₦ 885,000","35%"
"Hp Stream11intel Celeron D/C 64GB HDD+4GB RAM+pouch Win10","₦ 130,000","₦ 850,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG","₦ 270,000","₦ 650,300","35%"
"Hp ProBook 11 X360 Intel Celeron 256GB SSD 4GB RAM Touchscreen Win10","₦ 540,000","₦ 550,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG","₦ 605,000","₦ 850,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light","₦ 1,249,500","₦ 1,035,000","35%"
"Hp Notebook 14 AMD RYZEN 3- 12GB RAM - 1TB HDD- 2.6GHz - 3.5GHz Windows 10 Pro","₦ 180,000","₦ 200,000","35%"
"Hp Probook 11 G7 X360 Touchscreen 256GB SSD 4GB DDR4 RAM Intel Pentium WIN 10","₦ 515,000","₦ 800,000","35%"
"Hp 14 Intel Celeron, 64GB, 4GB, Windows 11 In S Mode","₦ 880,600","₦ 33,000","35%"
"Hp EliteBook 840 G6 Intel Core I5 Touchscreen 16GB RAM/1TB SSD/Backlit Keyboard/FP Win 11 Pro","₦ 699,000","₦ 575,000","35%"
"Hp EliteBook 840 G8 11th Gen 16GB RAM/256GB SSD Intel Core I5 Backlit Keyboard/FP Reader Wins 11 Pro","₦ 950,500","₦ 950,000","35%"
"Hp Notebook 15-AMD RYZEN 3 -16GB RAM/1TBGB HDD - Windows 10","₦ 700,000","₦ 577,000","35%"
"Hp ProBook11 X360-Intel Celeron 512GB 4GBRAM Windows10+MOUSE","₦ 325,000","₦ 1,080,000","35%"
